naissance,2013,2019,1001,54
naissance,2013,2019,1002,24
naissance,2013,2019,1004,1321
naissance,2013,2019,1005,111
naissance,2013,2019,1006,7
naissance,2013,2019,1007,191
naissance,2013,2019,1008,53
naissance,2013,2019,1009,9
naissance,2013,2019,1010,71
naissance,2013,2019,1011,28
naissance,2013,2019,1012,18
naissance,2013,2019,1013,10
naissance,2013,2019,1014,189
naissance,2013,2019,1015,32
naissance,2013,2019,1016,33
naissance,2013,2019,1017,24
naissance,2013,2019,1019,2
naissance,2013,2019,1021,94
naissance,2013,2019,1022,49
naissance,2013,2019,1023,9
naissance,2013,2019,1024,227
naissance,2013,2019,1025,297
naissance,2013,2019,1026,63
naissance,2013,2019,1027,174
naissance,2013,2019,1028,45
naissance,2013,2019,1029,30
naissance,2013,2019,1030,62
naissance,2013,2019,1031,277
naissance,2013,2019,1032,314
naissance,2013,2019,1033,1350
naissance,2013,2019,1034,621
naissance,2013,2019,1035,19
naissance,2013,2019,1036,56
naissance,2013,2019,1037,24
naissance,2013,2019,1038,40
naissance,2013,2019,1040,36
naissance,2013,2019,1041,63
naissance,2013,2019,1042,13
naissance,2013,2019,1043,228
naissance,2013,2019,1044,33
naissance,2013,2019,1045,27
naissance,2013,2019,1046,59
naissance,2013,2019,1047,77
naissance,2013,2019,1049,217
naissance,2013,2019,1050,26
naissance,2013,2019,1051,10
naissance,2013,2019,1052,13
naissance,2013,2019,1053,3082
naissance,2013,2019,1054,105
naissance,2013,2019,1056,25
naissance,2013,2019,1057,24
naissance,2013,2019,1058,50
naissance,2013,2019,1060,32
naissance,2013,2019,1061,65
naissance,2013,2019,1062,64
naissance,2013,2019,1063,24
naissance,2013,2019,1064,65
naissance,2013,2019,1065,120
naissance,2013,2019,1066,5
naissance,2013,2019,1067,16
naissance,2013,2019,1068,48
naissance,2013,2019,1069,98
naissance,2013,2019,1071,334
naissance,2013,2019,1072,182
naissance,2013,2019,1073,43
naissance,2013,2019,1074,181
naissance,2013,2019,1075,103
naissance,2013,2019,1076,7
naissance,2013,2019,1077,18
naissance,2013,2019,1078,80
naissance,2013,2019,1079,33
naissance,2013,2019,1080,30
naissance,2013,2019,1081,46
naissance,2013,2019,1082,41
naissance,2013,2019,1083,63
naissance,2013,2019,1084,80
naissance,2013,2019,1085,22
naissance,2013,2019,1087,16
naissance,2013,2019,1088,53
naissance,2013,2019,1089,184
naissance,2013,2019,1090,16
naissance,2013,2019,1092,115
naissance,2013,2019,1093,250
naissance,2013,2019,1094,39
naissance,2013,2019,1095,50
naissance,2013,2019,1096,74
naissance,2013,2019,1098,78
naissance,2013,2019,1099,92
naissance,2013,2019,1100,4
naissance,2013,2019,1101,16
naissance,2013,2019,1102,62
naissance,2013,2019,1103,108
naissance,2013,2019,1104,24
naissance,2013,2019,1105,120
naissance,2013,2019,1106,8
naissance,2013,2019,1107,8
naissance,2013,2019,1108,63
naissance,2013,2019,1109,148
naissance,2013,2019,1110,13
naissance,2013,2019,1111,13
naissance,2013,2019,1112,35
naissance,2013,2019,1113,61
naissance,2013,2019,1114,43
naissance,2013,2019,1115,111
naissance,2013,2019,1116,24
naissance,2013,2019,1117,10
naissance,2013,2019,1118,68
naissance,2013,2019,1121,6
naissance,2013,2019,1123,62
naissance,2013,2019,1124,44
naissance,2013,2019,1125,38
naissance,2013,2019,1127,30
naissance,2013,2019,1128,20
naissance,2013,2019,1129,23
naissance,2013,2019,1130,174
naissance,2013,2019,1133,25
naissance,2013,2019,1134,96
naissance,2013,2019,1135,94
naissance,2013,2019,1136,52
naissance,2013,2019,1138,262
naissance,2013,2019,1139,32
naissance,2013,2019,1140,43
naissance,2013,2019,1141,18
naissance,2013,2019,1142,406
naissance,2013,2019,1143,513
naissance,2013,2019,1145,68
naissance,2013,2019,1146,21
naissance,2013,2019,1147,32
naissance,2013,2019,1148,111
naissance,2013,2019,1149,60
naissance,2013,2019,1150,16
naissance,2013,2019,1151,65
naissance,2013,2019,1152,44
naissance,2013,2019,1153,95
naissance,2013,2019,1155,9
naissance,2013,2019,1156,49
naissance,2013,2019,1157,119
naissance,2013,2019,1158,49
naissance,2013,2019,1159,241
naissance,2013,2019,1160,574
naissance,2013,2019,1162,4
naissance,2013,2019,1163,118
naissance,2013,2019,1165,99
naissance,2013,2019,1166,157
naissance,2013,2019,1167,36
naissance,2013,2019,1169,37
naissance,2013,2019,1170,68
naissance,2013,2019,1171,43
naissance,2013,2019,1173,1103
naissance,2013,2019,1174,9
naissance,2013,2019,1175,56
naissance,2013,2019,1177,8
naissance,2013,2019,1179,98
naissance,2013,2019,1180,25
naissance,2013,2019,1181,54
naissance,2013,2019,1183,99
naissance,2013,2019,1184,39
naissance,2013,2019,1185,234
naissance,2013,2019,1187,35
naissance,2013,2019,1188,42
naissance,2013,2019,1189,78
naissance,2013,2019,1190,3
naissance,2013,2019,1191,12
naissance,2013,2019,1192,139
naissance,2013,2019,1193,6
naissance,2013,2019,1194,435
naissance,2013,2019,1195,103
naissance,2013,2019,1196,89
naissance,2013,2019,1197,22
naissance,2013,2019,1198,22
naissance,2013,2019,1199,146
naissance,2013,2019,1200,7
naissance,2013,2019,1202,516
naissance,2013,2019,1203,79
naissance,2013,2019,1204,39
naissance,2013,2019,1206,19
naissance,2013,2019,1207,30
naissance,2013,2019,1208,2
naissance,2013,2019,1209,62
naissance,2013,2019,1210,14
naissance,2013,2019,1211,81
naissance,2013,2019,1212,58
naissance,2013,2019,1213,92
naissance,2013,2019,1214,13
naissance,2013,2019,1215,10
naissance,2013,2019,1216,41
naissance,2013,2019,1219,13
naissance,2013,2019,1224,269
naissance,2013,2019,1225,27
naissance,2013,2019,1227,36
naissance,2013,2019,1228,36
naissance,2013,2019,1229,94
naissance,2013,2019,1230,12
naissance,2013,2019,1231,124
naissance,2013,2019,1232,130
naissance,2013,2019,1233,6
naissance,2013,2019,1234,7
naissance,2013,2019,1235,99
naissance,2013,2019,1236,74
naissance,2013,2019,1237,108
naissance,2013,2019,1238,151
naissance,2013,2019,1239,34
naissance,2013,2019,1240,33
naissance,2013,2019,1241,64
naissance,2013,2019,1242,7
naissance,2013,2019,1243,77
naissance,2013,2019,1244,592
naissance,2013,2019,1245,72
naissance,2013,2019,1246,154
naissance,2013,2019,1247,21
naissance,2013,2019,1248,111
naissance,2013,2019,1249,815
naissance,2013,2019,1250,103
naissance,2013,2019,1252,48
naissance,2013,2019,1254,124
naissance,2013,2019,1255,49
naissance,2013,2019,1257,26
naissance,2013,2019,1258,64
naissance,2013,2019,1259,49
naissance,2013,2019,1260,25
naissance,2013,2019,1261,41
naissance,2013,2019,1262,565
naissance,2013,2019,1263,221
naissance,2013,2019,1264,73
naissance,2013,2019,1265,205
naissance,2013,2019,1266,92
naissance,2013,2019,1267,46
naissance,2013,2019,1268,12
naissance,2013,2019,1269,266
naissance,2013,2019,1272,93
naissance,2013,2019,1273,131
naissance,2013,2019,1274,37
naissance,2013,2019,1275,158
naissance,2013,2019,1276,118
naissance,2013,2019,1277,9
naissance,2013,2019,1279,3
naissance,2013,2019,1280,10
naissance,2013,2019,1281,247
naissance,2013,2019,1282,18
naissance,2013,2019,1283,1823
naissance,2013,2019,1284,46
naissance,2013,2019,1285,81
