population,2008,1001,791
population,2008,1002,194
population,2008,1004,12792
population,2008,1005,1567
population,2008,1006,123
population,2008,1007,2296
population,2008,1008,657
population,2008,1009,331
population,2008,1010,926
population,2008,1011,339
population,2008,1012,285
population,2008,1013,164
population,2008,1014,3433
population,2008,1015,593
population,2008,1016,368
population,2008,1017,421
population,2008,1019,23
population,2008,1021,1284
population,2008,1022,1097
population,2008,1023,79
population,2008,1024,2662
population,2008,1025,3679
population,2008,1026,795
population,2008,1027,2362
population,2008,1028,595
population,2008,1029,560
population,2008,1030,881
population,2008,1031,3464
population,2008,1032,2883
population,2008,1033,15528
population,2008,1034,8750
population,2008,1035,298
population,2008,1036,1209
population,2008,1037,280
population,2008,1038,742
population,2008,1039,354
population,2008,1040,388
population,2008,1041,714
population,2008,1042,242
population,2008,1043,4305
population,2008,1044,448
population,2008,1045,230
population,2008,1046,774
population,2008,1047,880
population,2008,1049,2880
population,2008,1050,246
population,2008,1051,98
population,2008,1052,303
population,2008,1053,40203
population,2008,1054,1095
population,2008,1056,306
population,2008,1057,485
population,2008,1058,746
population,2008,1060,531
population,2008,1061,993
population,2008,1062,717
population,2008,1063,506
population,2008,1064,856
population,2008,1065,1617
population,2008,1066,68
population,2008,1067,271
population,2008,1068,766
population,2008,1069,1450
population,2008,1071,3660
population,2008,1072,2620
population,2008,1073,893
population,2008,1074,2236
population,2008,1075,1183
population,2008,1076,120
population,2008,1077,186
population,2008,1078,1124
population,2008,1079,741
population,2008,1080,673
population,2008,1081,653
population,2008,1082,610
population,2008,1083,840
population,2008,1084,671
population,2008,1085,309
population,2008,1087,297
population,2008,1088,912
population,2008,1089,1732
population,2008,1090,337
population,2008,1092,1496
population,2008,1093,4924
population,2008,1094,667
population,2008,1095,799
population,2008,1096,907
population,2008,1098,861
population,2008,1099,1385
population,2008,1100,150
population,2008,1101,174
population,2008,1102,871
population,2008,1103,1184
population,2008,1104,403
population,2008,1105,1340
population,2008,1106,158
population,2008,1107,131
population,2008,1108,1150
population,2008,1109,1621
population,2008,1110,116
population,2008,1111,103
population,2008,1112,388
population,2008,1113,749
population,2008,1114,513
population,2008,1115,1071
population,2008,1116,506
population,2008,1117,119
population,2008,1118,1152
population,2008,1121,119
population,2008,1123,1043
population,2008,1124,547
population,2008,1125,556
population,2008,1127,490
population,2008,1128,251
population,2008,1129,273
population,2008,1130,1941
population,2008,1133,361
population,2008,1134,1723
population,2008,1135,1766
population,2008,1136,793
population,2008,1138,2931
population,2008,1139,437
population,2008,1140,663
population,2008,1141,401
