population,2019,1001,779
population,2019,1002,256
population,2019,1004,14134
population,2019,1005,1751
population,2019,1006,112
population,2019,1007,2800
population,2019,1008,762
population,2019,1009,326
population,2019,1010,1105
population,2019,1011,368
population,2019,1012,329
population,2019,1013,143
population,2019,1014,3349
population,2019,1015,650
population,2019,1016,460
population,2019,1017,457
population,2019,1019,27
population,2019,1021,1457
population,2019,1022,1249
population,2019,1023,76
population,2019,1024,3251
population,2019,1025,4065
population,2019,1026,973
population,2019,1027,2563
population,2019,1028,617
population,2019,1029,685
population,2019,1030,829
population,2019,1031,3652
population,2019,1032,3376
population,2019,1033,16378
population,2019,1034,9182
population,2019,1035,310
population,2019,1036,1326
population,2019,1037,308
population,2019,1038,754
population,2019,1040,486
population,2019,1041,748
population,2019,1042,291
population,2019,1043,4754
population,2019,1044,632
population,2019,1045,283
population,2019,1046,895
population,2019,1047,1182
population,2019,1049,3283
population,2019,1050,365
population,2019,1051,91
population,2019,1052,328
population,2019,1053,41111
population,2019,1054,1457
population,2019,1056,349
population,2019,1057,519
population,2019,1058,828
population,2019,1060,493
population,2019,1061,1144
population,2019,1062,934
population,2019,1063,533
population,2019,1064,1070
population,2019,1065,1812
population,2019,1066,89
population,2019,1067,255
population,2019,1068,775
population,2019,1069,1503
population,2019,1071,4808
population,2019,1072,3194
population,2019,1073,1000
population,2019,1074,2589
population,2019,1075,1382
population,2019,1076,125
population,2019,1077,196
population,2019,1078,1557
population,2019,1079,811
population,2019,1080,643
population,2019,1081,735
population,2019,1082,628
population,2019,1083,927
population,2019,1084,895
population,2019,1085,400
population,2019,1087,282
population,2019,1088,903
population,2019,1089,2253
population,2019,1090,356
population,2019,1092,1604
population,2019,1093,4931
population,2019,1094,761
population,2019,1095,853
population,2019,1096,1034
population,2019,1098,1159
population,2019,1099,1566
population,2019,1100,131
population,2019,1101,152
population,2019,1102,961
population,2019,1103,2149
population,2019,1104,461
population,2019,1105,1829
population,2019,1106,179
population,2019,1107,133
population,2019,1108,1176
population,2019,1109,2226
population,2019,1110,156
population,2019,1111,132
population,2019,1112,450
population,2019,1113,817
population,2019,1114,667
population,2019,1115,1333
population,2019,1116,498
population,2019,1117,151
population,2019,1118,1278
population,2019,1121,116
population,2019,1123,1162
population,2019,1124,689
population,2019,1125,612
population,2019,1127,508
population,2019,1128,305
population,2019,1129,291
population,2019,1130,2363
population,2019,1133,394
population,2019,1134,1758
population,2019,1135,2171
population,2019,1136,893
population,2019,1138,3004
population,2019,1139,444
population,2019,1140,767
population,2019,1141,453
population,2019,1142,4777
population,2019,1143,9951
population,2019,1145,1179
population,2019,1146,436
population,2019,1147,492
population,2019,1148,1879
population,2019,1149,1076
population,2019,1150,214
population,2019,1151,1146
population,2019,1152,748
population,2019,1153,2115
population,2019,1155,143
population,2019,1156,815
population,2019,1157,2250
population,2019,1158,1048
population,2019,1159,3365
population,2019,1160,10026
population,2019,1162,65
population,2019,1163,2038
population,2019,1165,1594
population,2019,1166,2423
population,2019,1167,634
population,2019,1169,641
population,2019,1170,1053
population,2019,1171,844
population,2019,1173,13121
population,2019,1174,178
population,2019,1175,784
population,2019,1177,183
population,2019,1179,1881
population,2019,1180,839
population,2019,1181,1241
population,2019,1183,1479
population,2019,1184,763
population,2019,1185,4844
population,2019,1187,618
population,2019,1188,663
population,2019,1189,1115
population,2019,1190,87
population,2019,1191,154
population,2019,1192,2277
population,2019,1193,222
population,2019,1194,6346
population,2019,1195,1783
population,2019,1196,1226
population,2019,1197,351
population,2019,1198,268
population,2019,1199,2137
population,2019,1200,214
population,2019,1202,7161
population,2019,1203,1313
population,2019,1204,735
population,2019,1206,277
population,2019,1207,317
population,2019,1208,131
population,2019,1209,778
population,2019,1210,228
population,2019,1211,1395
population,2019,1212,718
population,2019,1213,1341
population,2019,1214,158
population,2019,1215,140
population,2019,1216,894
population,2019,1219,164
population,2019,1224,3225
population,2019,1225,372
population,2019,1227,643
population,2019,1228,660
population,2019,1229,1235
population,2019,1230,312
population,2019,1231,1948
population,2019,1232,2276
population,2019,1233,130
